tableNumber,game_id,smallBlind,playerName,chips
43,20180730121430256,160,3a71869c2737bf305d5f593512252371,0
43,20180730121430256,160,2a036e96c194fcba5a5ca6b58f104777,15515
43,20180730121430256,160,8b7693af2d05b57e1ccdc1f1dc88905d,1910
43,20180730121430256,160,6a7f5b37869d8700694dab8576b7dff1,0
43,20180730121430256,160,f74a71042edca15300ce83d4cfc36193,0
43,20180730121430256,160,ea5bcf79ef13ed87fa804b52bce1eedc,6259
43,20180730121430256,160,ea8bb19d0db6e3db8ef698b71fa02c00,316
43,20180730121430256,160,a2fb50f8a0a4726f2967dceb603db500,0
64,20180730122231887,320,3a71869c2737bf305d5f593512252371,0
64,20180730122231887,320,2a036e96c194fcba5a5ca6b58f104777,0
64,20180730122231887,320,f74a71042edca15300ce83d4cfc36193,15027
64,20180730122231887,320,ea8bb19d0db6e3db8ef698b71fa02c00,1359
64,20180730122231887,320,33ab1cf4367bea294d32cc233bb56c01,1614
64,20180730122231887,320,381433593db7c99043e5d1c6432f4895,0
96,20180730123325990,80,8079fb82e60987f4fabd595a06089a70,0
96,20180730123325990,80,3a71869c2737bf305d5f593512252371,2665
96,20180730123325990,80,2a036e96c194fcba5a5ca6b58f104777,0
96,20180730123325990,80,33ab1cf4367bea294d32cc233bb56c01,2500
96,20180730123325990,80,381433593db7c99043e5d1c6432f4895,0
96,20180730123325990,80,f74a71042edca15300ce83d4cfc36193,0
96,20180730123325990,80,ea8bb19d0db6e3db8ef698b71fa02c00,15835
108,20180730123915042,80,2d3ee73bcf5c3898d54174aba932622c,2613
108,20180730123915042,80,5ffb782522e620728085251044703a73,2117
108,20180730123915042,80,3a71869c2737bf305d5f593512252371,0
108,20180730123915042,80,2a036e96c194fcba5a5ca6b58f104777,0
108,20180730123915042,80,33ab1cf4367bea294d32cc233bb56c01,0
108,20180730123915042,80,381433593db7c99043e5d1c6432f4895,10560
108,20180730123915042,80,f74a71042edca15300ce83d4cfc36193,0
108,20180730123915042,80,ea8bb19d0db6e3db8ef698b71fa02c00,11710
108,20180730123915042,80,8079fb82e60987f4fabd595a06089a70,0
133,20180730125002767,20,ea8bb19d0db6e3db8ef698b71fa02c00,10578
133,20180730125002767,20,8079fb82e60987f4fabd595a06089a70,4512
133,20180730125002767,20,f3956ae04a7c4e97ca701e503f0576f4,0
133,20180730125002767,20,caa7924793ff59439200643a5c87d1dc,0
133,20180730125002767,20,84ae7a5d656533982b0b73cf09855508,0
133,20180730125002767,20,d99bc61f41cedcc472b7ef582e3857e4,2910
154,20180730125347113,40,194f71b9c807fdaee11ffa41fb0e8ea2,2840
154,20180730125347113,40,caa7924793ff59439200643a5c87d1dc,0
154,20180730125347113,40,f3956ae04a7c4e97ca701e503f0576f4,15982
154,20180730125347113,40,8079fb82e60987f4fabd595a06089a70,0
154,20180730125347113,40,84ae7a5d656533982b0b73cf09855508,2142
154,20180730125347113,40,4464d2dd66c22f20342beab10c70027e,0
154,20180730125347113,40,a0cad2d965c4eb177ae4b66765454e78,0
154,20180730125347113,40,ea8bb19d0db6e3db8ef698b71fa02c00,3036
163,20180730125926486,160,5910dfe04ac98c16eda2a29400cd22e3,0
163,20180730125926486,160,2248d29d6f988661936a8858d2ae6d15,3238
163,20180730125926486,160,a67fa75cef7aecf38b2368679be270ff,0
163,20180730125926486,160,f3956ae04a7c4e97ca701e503f0576f4,11993
163,20180730125926486,160,caa7924793ff59439200643a5c87d1dc,11285
163,20180730125926486,160,84ae7a5d656533982b0b73cf09855508,0
163,20180730125926486,160,ea8bb19d0db6e3db8ef698b71fa02c00,482
163,20180730125926486,160,dd8cb66836c40785aca7b82afb63c277,0
163,20180730125926486,160,8079fb82e60987f4fabd595a06089a70,0
201,20180730131427280,160,a48f095621e72275752af0fb5d82d185,0
201,20180730131427280,160,0ef51d167cf2df4a31ebcd1c654a35b3,0
201,20180730131427280,160,90522f246beadc614bc5da80454f2d93,0
201,20180730131427280,160,ea8bb19d0db6e3db8ef698b71fa02c00,5428
201,20180730131427280,160,2248d29d6f988661936a8858d2ae6d15,7170
201,20180730131427280,160,2d3ee73bcf5c3898d54174aba932622c,6197
201,20180730131427280,160,5910dfe04ac98c16eda2a29400cd22e3,2205
233,20180730132940548,320,c667161468122a8605a604d6ff036ade,3465
233,20180730132940548,320,dd8cb66836c40785aca7b82afb63c277,6592
233,20180730132940548,320,0ef51d167cf2df4a31ebcd1c654a35b3,0
233,20180730132940548,320,2248d29d6f988661936a8858d2ae6d15,0
233,20180730132940548,320,90522f246beadc614bc5da80454f2d93,0
233,20180730132940548,320,ea8bb19d0db6e3db8ef698b71fa02c00,7943
